english,javanese,en_length,jv_length,length_ratio
I need a laptop for school.,Aku butuh laptop kanggo sekolah.,6,5,1.2
"I do not want anything else, just a computer.","Aku ora pengin liyane, mung komputer.",9,6,1.5
I need your wisdom more than ever.,Aku luwih butuh kawicaksananmu.,7,4,1.75
"Meanwhile, I need some time by myself.","Sauntara kuwi, aku butuh wektu dhewe.",7,6,1.1666666666666667
I need a table for eight.,Aku butuh meja kanggo wolung.,6,5,1.2
I need you to clean the pool tonight.,Aku njaluk sampeyan ngresiki blumbang bengi iki.,8,7,1.1428571428571428
I need inspiration for decorating our Christmas Tree.,Aku butuh inspirasi kanggo dekorasi wit Natal.,8,7,1.1428571428571428
I need a new challenge to challenge myself.,Aku butuh tantangan anyar kanggo nantang aku.,8,7,1.1428571428571428
I need more than your loyalty.,Aku butuh luwih saka kasetyanmu.,6,5,1.2
"Instead, I need psychological support from you.","Nanging, aku butuh dhukungan psikologis saka sampeyan.",7,7,1.0
I need my prescriptions.,Aku butuh resepku.,4,3,1.3333333333333333
I need time to fulfill my dreams.,Aku butuh wektu kanggo ngrampungake impenku.,7,6,1.1666666666666667
I need medicine for my head.,Aku butuh obat kanggo sirahku.,6,5,1.2
My head is heating up.,Sirahku panas.,5,2,2.5
"Mom, I need new binders to organize my work.","Bu, aku butuh binder anyar kanggo ngatur karyaku.",9,8,1.125
I need somebody I could entirely trust.,Aku butuh wong sing bisa dipercaya.,7,6,1.1666666666666667
Stay put until I need you.,Tetep manggon nganti aku butuh sampeyan.,6,6,1.0
I need another piece for comparison.,Aku butuh potongan liyane kanggo mbandhingake.,6,6,1.0
I need soldiers for a mission.,Aku butuh prajurit kanggo misi.,6,5,1.2
"All I need is your signature, right here.","Sing dak butuhake mung tandha tangan sampeyan, ing kene.",8,9,0.8888888888888888
I need my powers back now.,Aku butuh kekuwatanku saiki.,6,4,1.5
I need help carving these pumpkins.,Aku butuh bantuan ngukir labu iki.,6,6,1.0
"If everything is not ready, the kids will notice it.","Yen kabeh durung siap, bocah-bocah bakal weruh.",10,7,1.4285714285714286
"All I need is some stimulation, you see.","Aku mung butuh stimulasi, sampeyan ndeleng.",8,6,1.3333333333333333
I need a meet with Mary as soon as possible.,Aku kudu ketemu Maria sanalika bisa.,10,6,1.6666666666666667
I need the brutal honest truth.,Aku butuh bebener sing jujur ​​​​brutal.,6,6,1.0
I want to know the whole truth.,Aku pengin ngerti kabeh bebener.,7,5,1.4
"I need you to go, it can't wait.","Aku kudu sampeyan lunga, iku ora bisa ngenteni.",8,8,1.0
I need men of solid stature.,Aku butuh wong lanang sing padhet.,6,6,1.0
I need some private plumbing advice.,Aku butuh saran pipa pribadi.,6,5,1.2
I realize I need more experience with kids.,Aku ngerti aku butuh pengalaman liyane karo bocah-bocah.,8,8,1.0
"I need everybody cleared out of here, at once.","Aku butuh kabeh wong metu saka kene, sanalika.",9,8,1.125
I need my passport for travel.,Aku butuh paspor kanggo lelungan.,6,5,1.2
I need him alive and unharmed.,Aku butuh dheweke urip lan ora cilaka.,6,7,0.8571428571428571
I need a towel or something.,Aku kudu andhuk utawa soko.,6,5,1.2
What I need is someone to work with me.,Sing dak butuhake yaiku wong sing bisa nggarap aku.,9,9,1.0
Nature provides all that I need.,Alam nyedhiyakake kabeh sing dak butuhake.,6,6,1.0
I need every advantage I can get.,Aku butuh saben kauntungan sing bisa dakolehake.,7,7,1.0
I need you to unlock my computer.,Aku kudu sampeyan mbukak kunci komputer.,7,6,1.1666666666666667
I need an expert on tropical plants.,Aku butuh pakar babagan tanduran tropis.,7,6,1.1666666666666667
I need this room completely cleared as soon as I arrive.,Aku kudu kamar iki rampung ngankat sanalika aku teka.,11,9,1.2222222222222223
I need someone up here immediately.,Aku butuh wong ing kene langsung.,6,6,1.0
I need that kind of insight.,Aku butuh wawasan kaya ngono.,6,5,1.2
I need a foreman that speaks English.,Aku butuh mandor sing bisa basa Inggris.,7,7,1.0
I need an interpreter for her class.,Aku butuh juru basa kanggo kelas dheweke.,7,7,1.0
I need finality to my affairs.,Aku butuh finalitas kanggo urusanku.,6,5,1.2
I need someone who has undercover experience.,Aku butuh wong sing duwe pengalaman rahasia.,7,7,1.0
I need your dating advice.,Aku butuh saran pacaran.,5,4,1.25
I need your input on something extremely important.,Aku butuh input sampeyan babagan sing penting banget.,8,8,1.0
I need to hear from my family.,Aku kudu krungu saka kulawargaku.,7,5,1.4
I need news of my family.,Aku butuh kabar babagan kulawargaku.,6,5,1.2
I need help untying this boat.,Aku butuh bantuan kanggo mbebasake prau iki.,6,7,0.8571428571428571
I need tranquility when I read.,Aku butuh ketenangan nalika maca.,6,5,1.2
I need quiet when I am reading.,Aku butuh sepi nalika maca.,7,5,1.4
I didn't recognize you from last night.,Aku ora kenal kowe wiwit wingi bengi.,7,7,1.0
I didn't post the exams results online.,Aku ora ngirim asil ujian online.,7,6,1.1666666666666667
I didn't believe the tales of evil spirits.,Aku ora ngandel marang dongeng-dongeng roh jahat.,8,7,1.1428571428571428
I didn't expect more bloodshed.,Aku ora nyana tambah getih.,5,5,1.0
I didn't expect results straightaway.,Aku ora ngarep-arep asil langsung.,5,5,1.0
Mary doesn't seem very warm.,Maria katon ora panas banget.,5,5,1.0
They think their government doesn't care about them.,Dheweke mikir yen pemerintah ora peduli karo dheweke.,8,8,1.0
I changed only a few words.,Aku mung ngganti sawetara tembung.,6,5,1.2
I auditioned for Arthur Fox.,Aku audisi kanggo Arthur Fox.,5,5,1.0
I have two children and they will soon arrive.,Aku duwe anak loro lan dheweke bakal teka.,9,8,1.125
I forgot the wedding date.,Aku lali tanggal kawinan.,5,4,1.25
I thought I saw a resemblance.,Aku panginten aku weruh resemblance.,6,5,1.2
I simply repeated his words.,Aku mung mbaleni tembunge.,5,4,1.25
I visited all the international airports.,Aku ngunjungi kabeh bandara internasional.,6,5,1.2
I completely forgot the vegetables.,Aku lali babagan sayuran.,5,4,1.25
I phoned his representative.,Aku telpon wakile.,4,3,1.3333333333333333
I received your letter and I was very worried.,Layangmu tak tampa lan aku kuwatir banget.,9,7,1.2857142857142858
"I talked to the new manager, I arranged everything.","Aku ngomong karo manajer anyar, aku wis ngatur kabeh.",9,9,1.0
"I was sick, but I'm fine now.","Aku lagi lara, nanging saiki aku wis waras.",7,8,0.875
I noticed strange details.,Aku ngeweruhi rincian aneh.,4,4,1.0
I immediately called an ambulance.,Aku langsung nelpon ambulans.,5,4,1.25
I have a new boyfriend.,Aku duwe pacar anyar.,5,4,1.25
I have a surprise for Charles.,Aku duwe surprise kanggo Charles.,6,5,1.2
I discovered American music.,Aku nemokake musik Amerika.,4,4,1.0
I have the tickets in my bag.,Aku duwe tiket ing tas.,7,5,1.4
"Unfortunately, I have bad news.","Sayange, aku duwe kabar ala.",5,5,1.0
I enjoyed listening to them.,Aku seneng ngrungokake wong-wong mau.,5,5,1.0
I have a master's degree in mechanical engineering.,Aku duwe gelar master ing teknik mesin.,8,7,1.1428571428571428
I chose dual nationality.,Aku milih dual nationality.,4,4,1.0
I had incredible parents.,Aku wis tuwane luar biasa.,4,5,0.8
I have some things to deal with.,Aku duwe sawetara bab kanggo menehi hasil karo.,7,8,0.875
I finally realized that vampires exist.,Aku pungkasanipun nyadari yen vampire ana.,6,6,1.0
I hired a bad accountant.,Aku nyewa akuntan sing ala.,5,5,1.0
I grew up in this city.,Aku gedhe ing kutha iki.,6,5,1.2
I wrote a song about it.,Aku nulis lagu babagan iki.,6,5,1.2
I wanted to try it too.,Aku uga pengin nyoba.,6,4,1.5
What do you fancy for dinner?,Apa sampeyan pengin nedha bengi?,6,5,1.2
"That's kind of far from Europe, don't you think?","Iku jenis adoh saka Eropah, ora mikir?",9,7,1.2857142857142858
Let me fasten my seat belt!,Ayo kula masang sabuk pengaman!,6,5,1.2
I just found out my favorite hotel has gone out of business.,Aku mung ngerti hotel favoritku wis metu saka bisnis.,12,9,1.3333333333333333
It looks a bit like favouritism to me.,Iku katon kaya favoritisme kanggo kula.,8,6,1.3333333333333333
Is this project even feasible?,Apa proyek iki bisa ditindakake?,5,5,1.0
Tom's story was not very feasible.,Crita Tom ora bisa ditindakake.,6,5,1.2
How much is the membership fee for your gym?,Pira biaya anggota kanggo gym sampeyan?,9,6,1.5
Would you like me to feed your cat?,Punapa panjenengan kersa kula pakani kucing panjenengan?,8,7,1.1428571428571428
I look forward to hearing your feedback.,Aku ngarep-arep kanggo krungu saran.,7,5,1.4
Feel free to call me anytime.,Bebas bae kanggo nelpon kula kapan wae.,6,7,0.8571428571428571
I feel on top of the world today!,Aku rumangsa ana ing ndhuwur jagad iki!,8,7,1.1428571428571428
Let's get a bite to eat.,Ayo padha mangan.,6,3,2.0
Fortunately Mary felt the same way as did Tom.,Untunge Mary uga ngrasa kaya Tom.,9,6,1.5
"Actually, I'm feeling a bit down.","Sejatine, aku rumangsa rada mudhun.",6,5,1.2
Shall I fetch Tom from the pleasure lounge?,Apa aku kudu njupuk Tom saka ruang istirahat?,8,8,1.0
Go and fetch the food and barbecue from the car!,Go lan njupuk panganan lan panggangan saka mobil!,10,8,1.25
"I don't feel so good, I think I might have a fever.","Rasane ora enak, rasane bisa demam.",12,6,2.0
I have a fever and I keep coughing.,Aku demam terus watuk.,8,4,2.0
The weather is a little chilly this morning.,Cuaca esuk iki rada adhem.,8,5,1.6
Who can field this question?,Sapa sing bisa menehi pitakon iki?,5,6,0.8333333333333334
Mary's kids are going on a field trip to the zoo tomorrow.,Bocah-bocah Mary sesuk arep dolan menyang kebon binatang.,12,8,1.5
My studies are financed by my mother.,Kuliahku dibiayai ibu.,7,3,2.3333333333333335
"To be honest, I found that restaurant expensive.","Jujur, aku nemokake restoran kasebut larang.",8,6,1.3333333333333333
Do you have a moment to discuss these figures with me?,Apa sampeyan duwe wektu kanggo ngrembug tokoh kasebut karo aku?,11,10,1.1
I'll find a way to get a raise.,Aku bakal golek cara kanggo njaluk mundhakaken.,8,7,1.1428571428571428
My creativity finds an outlet through learning modern languages.,Kreativitasku golek dalan liwat sinau basa modern.,9,7,1.2857142857142858
I've found my man!,Aku wis nemokake wong lanang!,4,5,0.8
I couldn't enter in short shorts.,Aku ora bisa mlebu nganggo kathok cendhak.,6,7,0.8571428571428571
I'm a spy.,Aku telik.,3,2,1.5
I've worked for Tom.,Aku wis kerja kanggo Tom.,4,5,0.8
Come and help.,Ayo lan bantuan.,3,3,1.0
I'm coming on Monday.,Aku teka dina Senin.,4,4,1.0
I'm a colonel.,Aku kolonel.,3,2,1.5
I'm here every Monday.,Aku ing kene saben Senin.,4,5,0.8
I'm a shy boy.,Aku lanang isin.,4,3,1.3333333333333333
War is peace.,Perang iku tentrem.,3,3,1.0
Surveillance is liberty.,Pengawasan iku kamardikan.,3,3,1.0
Ignorance is strength.,Bodho iku kekuatan.,3,3,1.0
I'm different from Tom.,Aku beda karo Tom.,4,4,1.0
I'm in a play.,Aku lagi main.,4,3,1.3333333333333333
Tom is growing up fast.,Tom tuwuh kanthi cepet.,5,4,1.25
I'm in a spot.,Aku ing panggonan.,4,3,1.3333333333333333
I need to call Tom back.,Aku kudu nelpon Tom maneh.,6,5,1.2
I'm a shopkeeper.,Aku bakul.,3,2,1.5
Their children don't have any shoes.,Anak-anake ora duwe sepatu.,6,4,1.5
I'll be coming with Tom.,Aku bakal teka karo Tom.,5,5,1.0
I'm a simple man.,Aku wong prasaja.,4,3,1.3333333333333333
I'm a teacher of French.,Aku guru basa Prancis.,5,4,1.25
I'm a tour guide.,Aku dadi pemandu wisata.,4,4,1.0
Antifascism is fascism.,Antifascism iku fasisme.,3,3,1.0
Surveillance is liberty.,Pengawasan iku kamardikan.,3,3,1.0
Losing the popular vote is a mandate.,Kehilangan suara populer minangka mandat.,7,5,1.4
You can go either way.,Sampeyan bisa pindhah ing salah siji cara.,5,7,0.7142857142857143
I'm here for three days.,Aku kene telung dina.,5,4,1.25
Scratch your kitties for me.,Gores kucing kanggo kula.,5,4,1.25
Scritch your kitties for me.,Scritch kucing kanggo kula.,5,4,1.25
All good?,Kabeh apik?,2,2,1.0
I'm free all day.,Aku free kabeh dina.,4,4,1.0
Trump is transparent in the sense that he is a shameless hypocrite.,Trump transparan ing pangertene dheweke munafik tanpa isin.,12,8,1.5
Does Mary have a husband?,Apa Maryam duwe bojo?,5,4,1.25
I'm a slow reader.,Aku maca alon.,4,3,1.3333333333333333
I usually dream in French.,Aku biasane ngimpi ing Prancis.,5,5,1.0
I'm an astrologer.,Aku ahli nujum.,3,3,1.0
I've asked Tom about that.,Aku wis takon Tom babagan iki.,5,6,0.8333333333333334
What flavor is it?,Apa rasa iku?,4,3,1.3333333333333333
"Tom speaks not only English, but also German.","Tom ngandika ora mung Inggris, nanging uga Jerman.",8,8,1.0
"Are they going, too?","Apa padha arep, banget?",4,4,1.0
I'm glad for three reasons.,Aku bungah amarga telung alasan.,5,5,1.0
I'm an orthopedist.,Aku ortopedi.,3,2,1.5
I assumed you'd go to Boston.,Aku nganggep sampeyan bakal menyang Boston.,6,6,1.0
I'm buying a house.,Aku tuku omah.,4,3,1.3333333333333333
I felt obligated to help Tom.,Aku rumangsa kudu mbantu Tom.,6,5,1.2
I'm eating a donut.,Aku lagi mangan donat.,4,4,1.0
You didn't invent anything new.,Sampeyan ora nemokke apa-apa anyar.,5,5,1.0
Everything is interpretation.,Kabeh iku interpretasi.,3,3,1.0
You haven't invented anything new.,Sampeyan durung nemokke apa-apa anyar.,5,5,1.0
I'm Canadian and proud of it.,Aku Kanada lan bangga iku.,6,5,1.2
I'm a house-husband.,Aku omah-bojo.,3,2,1.5
I'm envious of Tom's success.,Aku iri karo suksese Tom.,5,5,1.0
Yanni died without male heirs.,Yanni seda tanpa ahli waris lanang.,5,6,0.8333333333333334
Yanni had no male heirs.,Yanni ora duwe waris lanang.,5,5,1.0
I'm an entrepreneur.,Aku dadi pengusaha.,3,3,1.0
I'll be home by three o'clock.,Aku bakal mulih jam telu.,6,5,1.2
Yanni converted to the Muslim faith.,Yanni mlebu agama Islam.,6,4,1.5
Yanni couldn't betray his Islamic principles.,Yanni ora bisa ngiyanati prinsip Islame.,6,6,1.0
Yanni is now married to a Muslim woman from Algeria.,Yanni saiki nikah karo wong wadon Muslim saka Aljazair.,10,9,1.1111111111111112
Yanni was Muslim and it was not something he wanted to hide.,Yanni iku Muslim lan ora ana sing pengin didhelikake.,12,9,1.3333333333333333
Yanni was Muslim and it wasn't something he could hide.,Yanni iku Muslim lan ora bisa didhelikake.,10,7,1.4285714285714286
I'm free until noon.,Aku free nganti awan.,4,4,1.0
She said he didn't believe her.,Dheweke kandha yen dheweke ora percaya.,6,6,1.0
I'm afraid that Tom will fail.,Aku wedi yen Tom bakal gagal.,6,6,1.0
She said she was not crazy.,Dheweke kandha yen dheweke ora edan.,6,6,1.0
Tom has been taken to the ICU.,Tom wis digawa menyang ICU.,7,5,1.4
My nephew is in the sixth class of the elementary school.,Ponakanku kelas enem SD.,11,4,2.75
I'm here on Mondays.,Aku ing kene dina Senin.,4,5,0.8
I've already drunk three beers.,Aku wis ngombe telung bir.,5,5,1.0
"I'm unemployed, too.",Aku uga nganggur.,3,3,1.0
I've spent some time in Boston.,Aku wis ngginakaken sawetara wektu ing Boston.,6,7,0.8571428571428571
We've adopted a boy.,We wis adopsi lanang.,4,4,1.0
Tom explained everything to me.,Tom nerangake kabeh marang aku.,5,5,1.0
She told me that she had already visited Russia.,Dheweke ngandhani yen dheweke wis ngunjungi Rusia.,9,7,1.2857142857142858
I get bored in class.,Aku bosen ing kelas.,5,4,1.25
Tom isn't being honest with me.,Tom ora jujur ​​karo aku.,6,5,1.2
"I'm a man, not a boy.","Aku wong lanang, dudu lanang.",6,5,1.2
John jumps from a ledge to a trampoline.,John mlumpat saka lis menyang trampolin.,8,6,1.3333333333333333
Do I pull the red wire or the blue one?,Apa aku narik kabel abang utawa biru?,10,7,1.4285714285714286
I'll stay with you until Monday.,Aku bakal tetep karo sampeyan nganti Senin.,6,7,0.8571428571428571
I'm a teacher myself.,Aku dhewe guru.,4,3,1.3333333333333333
I'm going to Boston next summer.,Aku arep menyang Boston mangsa panas sabanjuré.,6,7,0.8571428571428571
She never mentioned him again.,Dheweke ora tau nyebut dheweke maneh.,5,6,0.8333333333333334
I'm good at juggling.,Aku pinter juggling.,4,3,1.3333333333333333
